,Unnamed: 0,2017_mean,2017_std,2018_mean,2018_predicted_mean,2018_predicted_std,2018_std,2019_predicted_mean,2019_predicted_std,2020_predicted_mean,2020_predicted_std,2021_predicted_mean,2021_predicted_std,2022_predicted_mean,2022_predicted_std,2023_predicted_mean,2023_predicted_std,5_yr_num_diff,5_yr_pct_diff,Sat_mean,Sat_std,Sun/Hol_mean,Sun/Hol_std,Weekday_mean,Weekday_std,daily_mean,daily_std,latitude,longitude,num_na,num_yrs_from_past_5,station,weekday-sat,weekday-sun
10,10,1975.5945205479447,929.7954489526016,1627.53591160221,1615.4062186431436,932.5857606942257,746.212804829883,1295.843758140873,907.2817698922084,921.0489496813524,905.1911070638588,546.3307489925044,906.0330945895269,168.76801841270157,911.6995415932,-148.97452813030458,889.7713588485678,-236.5938356164384,-0.08881570210985865,1079.7238723872388,242.3535610620097,722.0472440944882,168.58861736110055,2834.0674132138856,764.9352481422842,2248.6979655712053,1107.3432232592677,0.0,0.0,0,5,Medical Center,1754.3435408266469,2112.0201691193975
11,11,11116.38904109589,2101.2890109577693,10239.060773480664,11122.029100157495,1630.637622231505,2029.576313655816,10549.396857855314,1562.2155091830548,10233.874461064384,1561.0081103597101,9928.699375344317,1559.5506823447586,9611.624332456851,1561.7059372447256,9014.244448783493,1474.1704578875128,156.01712328767098,0.01605286979859788,9519.407040704069,3174.1404940527773,6984.154527559055,2688.431750955561,10116.268085106385,1871.536738834648,9533.361345852894,2509.642940465689,0.0,0.0,0,5,Grand/State,596.8610444023161,3132.11355754733
12,12,852.7178082191783,320.39391934870184,779.3370165745856,915.6823844034308,268.7148904175384,290.86410001531027,883.7387188581051,269.5274556564414,894.7020595602063,269.27338870910825,906.5521735204379,269.5223811543652,916.7648525020396,270.6819982839827,882.7436536571063,268.6824942121264,15.235616438356175,0.01983569381372835,678.2596259625963,314.686017084201,471.60334645669286,294.3633175312476,1038.231354983203,247.05127401321968,896.9311424100157,346.4225138472897,42.07315300000001,-87.69073,0,5,Linden,359.97172902060663,566.62800852651
13,13,,,,,,,,,,,,,,,,,,,441.1063464837049,618.9504410409667,328.09188361408883,488.01270111794037,2489.4954735376045,371.63896366063074,1855.219084712756,1060.4911398555575,0.0,0.0,0,0,Skokie,2048.3891270538998,2161.403589923516
14,14,8934.646575342465,2280.6857023929238,8286.629834254143,8293.399566013866,2886.8051773622888,2189.635061170005,7809.250396891556,2812.0078688149156,7240.352629165295,2806.939935920689,6673.35005977314,2809.502053916832,6092.530064307921,2824.2813478062553,5607.2884200946655,2776.026077848689,743.4661214475566,0.14303920851350174,7363.202209944751,1368.7601609901176,5505.2,1109.3019919820126,12508.819122609673,2479.628886561617,10664.410534591196,3593.7549730870874,41.722377,-87.624342,90,5,95th/Dan Ryan,5145.616912664922,7003.6191226096735
15,15,773.8657534246576,266.87655304598843,804.9613259668507,796.6609903029222,195.5842699194252,250.01920736528496,828.6010373164778,181.98034362743348,855.2275811700482,181.9842436320706,882.9709528485237,181.89711550270755,909.2764860541403,183.1190147608997,940.207663140338,172.780737145717,25.10753424657534,0.035695327957134426,473.33993399339926,164.15006685888187,280.5846456692913,102.36718763311673,722.4053751399778,161.14735088948808,616.7261345852895,228.77208502379884,42.058282,-87.683337,0,5,Noyes,249.0654411465785,441.82072947068644
16,16,933.9342465753424,239.75968063003867,880.9723756906078,860.912481187265,214.08659364299305,227.65291395600042,787.267076141208,208.52453998697314,708.0268809523137,208.08521937910342,628.970681750775,208.18824303310444,548.8844348380067,209.34580397279484,475.12317794246286,206.1811720114212,-32.810273972602715,-0.030141643364908405,527.1837183718371,320.2982680683244,392.17224409448824,249.50915530016988,911.0020156774916,353.05992001300865,773.9093896713615,395.64274793535174,0.0,0.0,0,5,Pulaski-Cermak,383.8182973056545,518.8297715830033
17,17,766.0493150684932,149.50171001566005,744.8674033149173,744.6429573149417,137.70869172881132,146.66993969225894,721.8618927545037,131.56864877985217,699.0247959597084,131.45348851174109,676.8733194574536,131.39410139081107,653.7566720113978,132.09018814456675,629.9035596859047,129.1771131254746,-3.2657534246575324,-0.003283168411251286,621.6479647964796,132.98996082119663,449.55019685039366,119.83383996990023,791.4329227323628,103.94588016686613,712.9215962441315,169.90537344122083,42.041655,-87.681602,0,5,Dempster,169.7849579358832,341.8827258819692
18,18,6161.723287671233,3200.852661578165,6462.933701657458,6405.507286130109,2391.930317922457,3278.2613898260997,6619.678276441721,2353.755355808525,6819.065821157421,2350.897462519284,7018.008057034537,2354.985387135908,7207.05645265703,2369.702994530673,7426.4325037843455,2343.6335530372744,219.93013698630142,0.039897994961367006,1593.5247524752474,665.3592126216937,856.0403543307086,493.97844964608635,6399.497200447929,1328.8552446556755,4834.429733959311,2656.809710918308,41.888969,-87.633924,0,5,Merchandise Mart,4805.972447972681,5543.45684611722
19,19,643.9589041095892,214.00046461617455,644.4143646408841,626.8105331383999,210.50364735037024,218.44780615683223,610.6448612557083,205.80600712563938,589.8255720507598,205.47767362032482,569.1918713869533,205.7066914281253,547.5252856866414,206.7970475022848,531.0567868242731,204.7631900911673,-10.160958904109576,-0.014686424462717812,422.55005500550055,77.34252846784065,272.95669291338584,71.54248518669083,793.6452407614781,79.63219951832795,658.0669796557121,224.53614360022823,42.027612,-87.678329,0,5,South Boulevard,371.0951857559776,520.6885478480923
20,20,5752.378082191781,1784.0710728345111,5559.955801104972,5791.925827847725,1705.413023125068,1746.9305234013054,5646.73565517119,1682.244506401427,5573.945863601216,1679.7680462874218,5500.7481344843545,1681.973156251787,5419.269138556195,1691.0929535121722,5273.114188648185,1679.6361776433664,-4.9068493150684835,-0.0006291634600396888,3275.281628162816,603.4388310349867,2430.6840551181103,549.4314352591499,6545.377155655096,642.2995602561631,5425.964788732394,1829.8859670864483,41.970634000000004,-87.760892,0,5,Jefferson Park,3270.0955274922803,4114.693100536986
21,21,833.8602739726027,213.38408770229358,808.3480662983426,811.4283458327861,246.4085430812172,212.1820113830891,743.5829234259361,237.58909919288288,688.254524791366,237.18747782569787,633.3586171852004,237.3568870108756,577.2699021494695,238.43377947440032,508.144853596469,232.9623418491843,-98.00684931506851,-0.08923895238449789,732.01100110011,237.19141299521422,485.79133858267716,123.52931390113943,1098.7603583426649,158.60484331334962,949.1278560250393,290.67062654912525,41.80209,-87.618487,0,5,51st,366.7493572425549,612.9690197599878
22,22,1390.6301369863013,462.4373585986847,1354.524861878453,1399.6156448971647,347.74505883331864,441.4132174562965,1416.6648660404874,342.2010867322076,1436.7978969972455,341.7855563010028,1457.3205994730113,342.2770149291144,1475.9848281123734,344.2257531933464,1492.31577419202,343.2475227016848,19.70616438356161,0.014887926185473271,683.034103410341,227.604412653765,442.72145669291336,178.98020412937083,1301.0035834266514,335.5543926626292,1076.6297339593114,460.70467810791007,41.966046,-87.70164399999999,0,5,Francisco,617.9694800163104,858.2821267337381
23,23,5426.7013698630135,2302.7751714497385,5629.596685082874,5491.142399646892,1646.4934816973034,2315.6302688445207,5443.895194602386,1605.2165297224165,5420.654346597056,1603.0393948274066,5398.977489642732,1605.2978744898176,5369.597279879901,1615.0470815008741,5320.24226053565,1590.6189039853625,-14.597260273972552,-0.002228882212749389,2517.8162816281633,1291.346111655214,1500.609251968504,907.8898133448793,5496.339529675252,1421.2858724405698,4437.319248826291,2111.5905184401886,0.0,0.0,0,5,Chicago/Franklin,2978.523248047089,3995.7302777067484
24,24,988.9342465753424,274.46880976304254,959.4861878453039,953.4490541671063,238.39139453672752,274.0458114122691,909.3099804992053,232.79181859988225,866.8346315437384,232.40265520816,824.6819143286366,232.61163028629795,781.2178672408528,233.98927590188546,736.8733220313733,230.943724144792,-5.099315068493127,-0.003519620539978424,505.73377337733774,306.90351260572567,363.4576771653543,231.5471292930669,940.6179171332586,270.7052443865892,786.9865414710486,359.6940306955919,0.0,0.0,0,5,Western-Cermak,434.8841437559209,577.1602399679043
25,25,3663.652054794521,1096.4495458631527,3619.3204419889503,3603.868816774009,1035.998961520957,1100.4311715928156,3507.967244349065,1019.1534082910373,3420.358457653614,1017.539597827603,3333.014745849536,1018.740291670744,3240.3159368242164,1024.4816974765497,3143.8203011655296,1017.9627289095828,-40.87260273972606,-0.010299155594016202,2158.8888888888887,400.8169819995487,1599.7933070866143,368.8585676790422,4111.0223964165725,467.34250690850166,3434.0430359937404,1133.0088878529784,0.0,0.0,0,5,Irving Park-O'Hare,1952.1335075276838,2511.2290893299582
26,26,2389.4602739726033,771.7645485088632,2326.8508287292816,2359.722078286501,581.1752414540932,735.8083950941142,2338.605196850898,567.5313450258402,2321.642858634495,566.7488216638989,2305.538748377982,567.4274067287831,2286.4085621890804,570.5323990988542,2263.4675547414968,565.3453247826409,-8.360273972602727,-0.00337191742123355,1347.096809680968,469.47319745495264,848.9537401574803,344.8541361181855,2322.548264277716,702.0122287546167,1949.487636932708,857.9322883071684,0.0,0.0,0,5,Montrose-Brown,975.4514545967481,1473.5945241202357
27,27,945.1890410958904,368.8329901254052,868.4751381215469,908.1593843623095,184.95983327640946,220.9182998571788,869.2095997026312,178.44834927158408,833.8608264864051,178.15016813436264,798.8139760278871,178.29234942462506,762.7787648193126,179.35908954933163,723.4356963693161,175.06758092538726,0.6212328767123267,0.0019296997255541515,466.57645764576455,339.6220040818924,342.1614173228347,268.95069873914605,782.3070548712207,344.48819760013674,667.4107981220658,377.60733551723627,0.0,0.0,0,5,Kedzie-Cermak,315.7305972254561,440.14563754838593
